"time","event","prob","method","cif_lower","cif_upper","clone"
27,"Other modes",0.0256120169375359,"No weights",0.0220011500340153,0.0294261147320199,"strategy_1"
27.5,"Overall survival",0.683760255614282,"No weights",0.671852672975397,0.694954264163819,"strategy_1"
27.5,"Vaginal delivery",0.289107491858411,"No weights",0.278548902685906,0.300760414096964,"strategy_1"
27.5,"Other modes",0.0271322525273082,"No weights",0.0232769872119631,0.0311809552568897,"strategy_1"
28,"Overall survival",0.675080682142725,"No weights",0.662727656801288,0.687512677286637,"strategy_1"
28,"Vaginal delivery",0.296692426677632,"No weights",0.284886732464925,0.307936884518398,"strategy_1"
28,"Other modes",0.0282268911796441,"No weights",0.0242609614226441,0.0322533157500295,"strategy_1"
28.5,"Overall survival",0.668940443982586,"No weights",0.656869951774801,0.681834098840769,"strategy_1"
28.5,"Vaginal delivery",0.30195576313631,"No weights",0.289373583921576,0.312564328766029,"strategy_1"
28.5,"Other modes",0.0291037928811042,"No weights",0.025131166581965,0.0332935450136124,"strategy_1"
29,"Overall survival",0.661773560721999,"No weights",0.648512853473188,0.676034879941998,"strategy_1"
29,"Vaginal delivery",0.308808994842433,"No weights",0.295245337767911,0.320833235152393,"strategy_1"
29,"Other modes",0.0294174444355683,"No weights",0.0251361280011032,0.0335705455718591,"strategy_1"
29.5,"Overall survival",0.654463561848506,"No weights",0.642920107069874,0.668220458874537,"strategy_1"
29.5,"Vaginal delivery",0.315780414747206,"No weights",0.302490771849508,0.327438729574687,"strategy_1"
29.5,"Other modes",0.029756023404289,"No weights",0.0254959107056215,0.0341166079178305,"strategy_1"
30,"Overall survival",0.645981061923038,"No weights",0.633930858908836,0.65979391482425,"strategy_1"
30,"Vaginal delivery",0.322860103886959,"No weights",0.309809466201822,0.334171475298499,"strategy_1"
30,"Other modes",0.031158834190004,"No weights",0.0264626728636759,0.0359694667886179,"strategy_1"
30.5,"Overall survival",0.639173965397793,"No weights",0.62757319729554,0.653089104268871,"strategy_1"
30.5,"Vaginal delivery",0.328910771402183,"No weights",0.315516579322058,0.34010978296241,"strategy_1"
30.5,"Other modes",0.0319152632000256,"No weights",0.0275223647989643,0.0364620838394291,"strategy_1"
31,"Overall survival",0.63353422035466,"No weights",0.621352600491145,0.646289419380454,"strategy_1"
31,"Vaginal delivery",0.333359426863844,"No weights",0.320699429171902,0.344511974777612,"strategy_1"
31,"Other modes",0.0331063527814966,"No weights",0.028664278981032,0.0379458728252865,"strategy_1"
31.5,"Overall survival",0.623254010095788,"No weights",0.609909085937809,0.636189626290258,"strategy_1"
31.5,"Vaginal delivery",0.343206199752949,"No weights",0.330203211597589,0.35640833133166,"strategy_1"
31.5,"Other modes",0.0335397901512644,"No weights",0.0292492815970504,0.0385356745687274,"strategy_1"
32,"Overall survival",0.615901752222425,"No weights",0.601774819078421,0.629606581067119,"strategy_1"
32,"Vaginal delivery",0.350558457626312,"No weights",0.33685864739608,0.365446304619214,"strategy_1"
32,"Other modes",0.0335397901512644,"No weights",0.0292492815970504,0.0385356745687274,"strategy_1"
32.5,"Overall survival",0.6059947099604,"No weights",0.593012680326169,0.620893571802789,"strategy_1"
32.5,"Vaginal delivery",0.359476236813174,"No weights",0.346251711462171,0.373450127244943,"strategy_1"
32.5,"Other modes",0.0345290532264269,"No weights",0.0300820280770309,0.03963033175286,"strategy_1"
33,"Overall survival",0.596934025810138,"No weights",0.582589488092824,0.612200197444359,"strategy_1"
33,"Vaginal delivery",0.368536920963435,"No weights",0.353793516858542,0.384014356775659,"strategy_1"
33,"Other modes",0.0345290532264269,"No weights",0.0300820280770309,0.03963033175286,"strategy_1"
33.5,"Overall survival",0.590068875546943,"No weights",0.575017061192039,0.60521552366628,"strategy_1"
33.5,"Vaginal delivery",0.374268477477706,"No weights",0.359621621915499,0.39076712986618,"strategy_1"
33.5,"Other modes",0.0356626469753515,"No weights",0.0305366960678099,0.0411660346713297,"strategy_1"
34,"Overall survival",0.582780580808659,"No weights",0.566611185758814,0.599064304911795,"strategy_1"
34,"Vaginal delivery",0.380965520837687,"No weights",0.365473629832619,0.397701879041042,"strategy_1"
34,"Other modes",0.036253898353655,"No weights",0.0311439145273406,0.0416241425244268,"strategy_1"
34.5,"Overall survival",0.57759657018602,"No weights",0.561594500360461,0.594462245090467,"strategy_1"
34.5,"Vaginal delivery",0.384848487141692,"No weights",0.369578070415645,0.401733492444885,"strategy_1"
34.5,"Other modes",0.0375549426722885,"No weights",0.0318937151299613,0.0431449366350787,"strategy_1"
35,"Overall survival",0.567861739162384,"No weights",0.551081913574938,0.584463438408495,"strategy_1"
35,"Vaginal delivery",0.392503104262697,"No weights",0.37763804979358,0.408709494239956,"strategy_1"
35,"Other modes",0.0396351565749191,"No weights",0.0340964946342929,0.0459309389222562,"strategy_1"
35.5,"Overall survival",0.564925022314775,"No weights",0.548072047822225,0.582252139594344,"strategy_1"
35.5,"Vaginal delivery",0.395439821110307,"No weights",0.379479720153462,0.414173653670952,"strategy_1"
35.5,"Other modes",0.0396351565749191,"No weights",0.0340964946342929,0.0459309389222562,"strategy_1"
36,"Overall survival",0.560923518543721,"No weights",0.544201122281308,0.579537838847398,"strategy_1"
36,"Vaginal delivery",0.398627212372589,"No weights",0.381893120856959,0.415485635737945,"strategy_1"
36,"Other modes",0.0404492690836908,"No weights",0.0343750547216067,0.0468667392572866,"strategy_1"
36.5,"Overall survival",0.555037553396726,"No weights",0.537206705602173,0.575885382591733,"strategy_1"
36.5,"Vaginal delivery",0.402842414790888,"No weights",0.385705296141136,0.4186558568515,"strategy_1"
36.5,"Other modes",0.042120031812387,"No weights",0.035134313365583,0.0493467749132734,"strategy_1"
37,"Overall survival",0.548881999293886,"No weights",0.531479532399772,0.568607297162302,"strategy_1"
37,"Vaginal delivery",0.408997968893727,"No weights",0.391611565101478,0.42544425422937,"strategy_1"
37,"Other modes",0.042120031812387,"No weights",0.035134313365583,0.0493467749132734,"strategy_1"
37.5,"Overall survival",0.540601441534435,"No weights",0.523011525030107,0.560545447017482,"strategy_1"
37.5,"Vaginal delivery",0.414500936815304,"No weights",0.397114710195205,0.430748748752158,"strategy_1"
37.5,"Other modes",0.0448976216502618,"No weights",0.0377933070520732,0.0516547494793341,"strategy_1"
38,"Overall survival",0.533838110171648,"No weights",0.515084131907435,0.553451983742535,"strategy_1"
38,"Vaginal delivery",0.421264268178091,"No weights",0.403399991436672,0.439150793699721,"strategy_1"
38,"Other modes",0.0448976216502618,"No weights",0.0377933070520732,0.0516547494793341,"strategy_1"
38.5,"Overall survival",0.52770115741753,"No weights",0.507251190308314,0.547902946246908,"strategy_1"
38.5,"Vaginal delivery",0.424334695684245,"No weights",0.407642796677661,0.443419336654692,"strategy_1"
38.5,"Other modes",0.0479641468982254,"No weights",0.0403639365608666,0.0557957696327855,"strategy_1"
39,"Overall survival",0.523428079185312,"No weights",0.503072961281188,0.543405733227031,"strategy_1"
39,"Vaginal delivery",0.428607773916463,"No weights",0.411760225568689,0.446483501281163,"strategy_1"
39,"Other modes",0.0479641468982254,"No weights",0.0403639365608666,0.0557957696327855,"strategy_1"
39.5,"Overall survival",0.512283498612547,"No weights",0.492418545974217,0.535057087060481,"strategy_1"
39.5,"Vaginal delivery",0.439752354489228,"No weights",0.418520743133482,0.458036886448724,"strategy_1"
39.5,"Other modes",0.0479641468982254,"No weights",0.0403639365608666,0.0557957696327855,"strategy_1"
40,"Overall survival",0.504077961725359,"No weights",0.484850852686354,0.525518942487271,"strategy_1"
40,"Vaginal delivery",0.445588524513953,"No weights",0.423644107071366,0.464430664869825,"strategy_1"
40,"Other modes",0.0503335137606888,"No weights",0.0413681576440545,0.0589925047667067,"strategy_1"
40.5,"Overall survival",0.496742761039383,"No weights",0.47824302250863,0.519791942165521,"strategy_1"
40.5,"Vaginal delivery",0.452923725199929,"No weights",0.431192063274195,0.473719556349003,"strategy_1"
40.5,"Other modes",0.0503335137606888,"No weights",0.0413681576440545,0.0589925047667067,"strategy_1"
41,"Overall survival",0.490337372901688,"No weights",0.469796121304953,0.514611449824348,"strategy_1"
41,"Vaginal delivery",0.459329113337623,"No weights",0.439174292933319,0.482059001448995,"strategy_1"
41,"Other modes",0.0503335137606888,"No weights",0.0413681576440545,0.0589925047667067,"strategy_1"
41.5,"Overall survival",0.489008545332849,"No weights",0.46916775571693,0.510738260093107,"strategy_1"
41.5,"Vaginal delivery",0.460657940906463,"No weights",0.439272520392162,0.482105946536684,"strategy_1"
41.5,"Other modes",0.0503335137606888,"No weights",0.0413681576440545,0.0589925047667067,"strategy_1"
42,"Overall survival",0.484910063347018,"No weights",0.464216705265342,0.507626212490873,"strategy_1"
42,"Vaginal delivery",0.463405570557121,"No weights",0.441192497501965,0.484956104803127,"strategy_1"
42,"Other modes",0.0516843660958624,"No weights",0.0425697113669073,0.0604181813932266,"strategy_1"
42.5,"Overall survival",0.477869499718219,"No weights",0.45783832321045,0.499474157522418,"strategy_1"
42.5,"Vaginal delivery",0.47044613418592,"No weights",0.447700855866094,0.491822238460797,"strategy_1"
42.5,"Other modes",0.0516843660958624,"No weights",0.0425697113669073,0.0604181813932266,"strategy_1"
43,"Overall survival",0.472081343957663,"No weights",0.450738744015403,0.494237893166151,"strategy_1"
43,"Vaginal delivery",0.473333616056997,"No weights",0.451313423558753,0.495565632211933,"strategy_1"
43,"Other modes",0.0545850399853411,"No weights",0.044447872191927,0.064229623811875,"strategy_1"
43.5,"Overall survival",0.464690350581777,"No weights",0.441328507775981,0.486265306705884,"strategy_1"
43.5,"Vaginal delivery",0.479230428241301,"No weights",0.456791737641949,0.501434874628694,"strategy_1"
43.5,"Other modes",0.0560792211769224,"No weights",0.0459680438312326,0.06684601024732,"strategy_1"
44,"Overall survival",0.460149207898967,"No weights",0.436533286079895,0.484416172695176,"strategy_1"
44,"Vaginal delivery",0.483771570924111,"No weights",0.459275076848912,0.506542304985522,"strategy_1"
44,"Other modes",0.0560792211769224,"No weights",0.0459680438312326,0.06684601024732,"strategy_1"
44.5,"Overall survival",0.455420634823157,"No weights",0.432186026573541,0.480998269367671,"strategy_1"
44.5,"Vaginal delivery",0.486940316176535,"No weights",0.462770968936086,0.509521682408738,"strategy_1"
44.5,"Other modes",0.0576390490003087,"No weights",0.0468240509976908,0.0698839022219501,"strategy_1"
45,"Overall survival",0.450541128021481,"No weights",0.426868544636085,0.47737251844496,"strategy_1"
45,"Vaginal delivery",0.491819822978211,"No weights",0.469241995639617,0.515755463002398,"strategy_1"
45,"Other modes",0.0576390490003087,"No weights",0.0468240509976908,0.0698839022219501,"strategy_1"
45.5,"Overall survival",0.44390838970512,"No weights",0.419977899361783,0.467873566365282,"strategy_1"
45.5,"Vaginal delivery",0.496814229919948,"No weights",0.474002983771158,0.520709187554699,"strategy_1"
45.5,"Other modes",0.0592773803749323,"No weights",0.0482313545144476,0.0706623555555249,"strategy_1"
46,"Overall survival",0.435410485016109,"No weights",0.409402037813855,0.461525703837565,"strategy_1"
46,"Vaginal delivery",0.501923520947089,"No weights",0.4759621490738,0.526207189823213,"strategy_1"
46,"Other modes",0.0626659940368034,"No weights",0.0508425539453329,0.0749329594812155,"strategy_1"
46.5,"Overall survival",0.430267841492296,"No weights",0.407480258442331,0.455218430577033,"strategy_1"
46.5,"Vaginal delivery",0.505351949962964,"No weights",0.481691550988331,0.529302973654765,"strategy_1"
46.5,"Other modes",0.0643802085447409,"No weights",0.0522087375876413,0.0775573359722859,"strategy_1"
47,"Overall survival",0.42849719193883,"No weights",0.40214403337649,0.453522184177783,"strategy_1"
47,"Vaginal delivery",0.50712259951643,"No weights",0.481970197066963,0.530831666729958,"strategy_1"
47,"Other modes",0.0643802085447409,"No weights",0.0522087375876413,0.0775573359722859,"strategy_1"
47.5,"Overall survival",0.419494374136542,"No weights",0.393905778062377,0.444936713428196,"strategy_1"
47.5,"Vaginal delivery",0.514309424357087,"No weights",0.488906757974662,0.539210158051539,"strategy_1"
47.5,"Other modes",0.0661962015063709,"No weights",0.0524888983452094,0.0785951188436123,"strategy_1"
48,"Overall survival",0.408389481650699,"No weights",0.381970248877671,0.436314782779688,"strategy_1"
48,"Vaginal delivery",0.525414316842931,"No weights",0.498296142409439,0.550339443299968,"strategy_1"
48,"Other modes",0.0661962015063709,"No weights",0.0524888983452094,0.0785951188436123,"strategy_1"
48.5,"Overall survival",0.400805086263317,"No weights",0.372833963153723,0.430206371949924,"strategy_1"
48.5,"Vaginal delivery",0.532998712230313,"No weights",0.505302588117888,0.558052349626617,"strategy_1"
48.5,"Other modes",0.0661962015063709,"No weights",0.0524888983452094,0.0785951188436123,"strategy_1"
49,"Overall survival",0.396913590446135,"No weights",0.3706028331768,0.426253616868074,"strategy_1"
49,"Vaginal delivery",0.536890208047495,"No weights",0.511242952518576,0.56324380847305,"strategy_1"
49,"Other modes",0.0661962015063709,"No weights",0.0524888983452094,0.0785951188436123,"strategy_1"
