"time","event","prob","method","cif_lower","cif_upper","clone"
38,"Overall survival",0.000911754108862291,"No weights",0,0.00280375683913752,"window_0_8"
38,"Vaginal delivery",0.796167066964074,"No weights",0.775955503553038,0.817529873074768,"window_0_8"
38,"Other modes",0.202921178927054,"No weights",0.181892289351191,0.223552935714678,"window_0_8"
38.5,"Overall survival",0.000911754108862291,"No weights",0,0.00280375683913752,"window_0_8"
38.5,"Vaginal delivery",0.796167066964074,"No weights",0.775955503553038,0.817529873074768,"window_0_8"
38.5,"Other modes",0.202921178927054,"No weights",0.181892289351191,0.223552935714678,"window_0_8"
39,"Overall survival",0.000911754108862291,"No weights",0,0.00280375683913752,"window_0_8"
39,"Vaginal delivery",0.796167066964074,"No weights",0.775955503553038,0.817529873074768,"window_0_8"
39,"Other modes",0.202921178927054,"No weights",0.181892289351191,0.223552935714678,"window_0_8"
39.5,"Overall survival",0.000911754108862291,"No weights",0,0.00280375683913752,"window_0_8"
39.5,"Vaginal delivery",0.796167066964074,"No weights",0.775955503553038,0.817529873074768,"window_0_8"
39.5,"Other modes",0.202921178927054,"No weights",0.181892289351191,0.223552935714678,"window_0_8"
40,"Overall survival",0.000911754108862291,"No weights",0,0.00280375683913752,"window_0_8"
40,"Vaginal delivery",0.796167066964074,"No weights",0.775955503553038,0.817529873074768,"window_0_8"
40,"Other modes",0.202921178927054,"No weights",0.181892289351191,0.223552935714678,"window_0_8"
40.5,"Overall survival",0.000911754108862291,"No weights",0,0.00280375683913752,"window_0_8"
40.5,"Vaginal delivery",0.796167066964074,"No weights",0.775955503553038,0.817529873074768,"window_0_8"
40.5,"Other modes",0.202921178927054,"No weights",0.181892289351191,0.223552935714678,"window_0_8"
41,"Overall survival",0.000911754108862291,"No weights",0,0.00280375683913752,"window_0_8"
41,"Vaginal delivery",0.796167066964074,"No weights",0.775955503553038,0.817529873074768,"window_0_8"
41,"Other modes",0.202921178927054,"No weights",0.181892289351191,0.223552935714678,"window_0_8"
41.5,"Overall survival",0.000911754108862291,"No weights",0,0.00280375683913752,"window_0_8"
41.5,"Vaginal delivery",0.796167066964074,"No weights",0.775955503553038,0.817529873074768,"window_0_8"
41.5,"Other modes",0.202921178927054,"No weights",0.181892289351191,0.223552935714678,"window_0_8"
42,"Overall survival",0.000911754108862291,"No weights",0,0.00280375683913752,"window_0_8"
42,"Vaginal delivery",0.796167066964074,"No weights",0.775955503553038,0.817529873074768,"window_0_8"
42,"Other modes",0.202921178927054,"No weights",0.181892289351191,0.223552935714678,"window_0_8"
42.5,"Overall survival",0.000911754108862291,"No weights",0,0.00280375683913752,"window_0_8"
42.5,"Vaginal delivery",0.796167066964074,"No weights",0.775955503553038,0.817529873074768,"window_0_8"
42.5,"Other modes",0.202921178927054,"No weights",0.181892289351191,0.223552935714678,"window_0_8"
43,"Overall survival",0.000911754108862291,"No weights",0,0.00280375683913752,"window_0_8"
43,"Vaginal delivery",0.796167066964074,"No weights",0.775955503553038,0.817529873074768,"window_0_8"
43,"Other modes",0.202921178927054,"No weights",0.181892289351191,0.223552935714678,"window_0_8"
43.5,"Overall survival",0.000911754108862291,"No weights",0,0.00280375683913752,"window_0_8"
43.5,"Vaginal delivery",0.796167066964074,"No weights",0.775955503553038,0.817529873074768,"window_0_8"
43.5,"Other modes",0.202921178927054,"No weights",0.181892289351191,0.223552935714678,"window_0_8"
44,"Overall survival",0.000911754108862291,"No weights",0,0.00280375683913752,"window_0_8"
44,"Vaginal delivery",0.796167066964074,"No weights",0.775955503553038,0.817529873074768,"window_0_8"
44,"Other modes",0.202921178927054,"No weights",0.181892289351191,0.223552935714678,"window_0_8"
44.5,"Overall survival",0.000911754108862291,"No weights",0,0.00280375683913752,"window_0_8"
44.5,"Vaginal delivery",0.796167066964074,"No weights",0.775955503553038,0.817529873074768,"window_0_8"
44.5,"Other modes",0.202921178927054,"No weights",0.181892289351191,0.223552935714678,"window_0_8"
45,"Overall survival",0.000911754108862291,"No weights",0,0.00280375683913752,"window_0_8"
45,"Vaginal delivery",0.796167066964074,"No weights",0.775955503553038,0.817529873074768,"window_0_8"
45,"Other modes",0.202921178927054,"No weights",0.181892289351191,0.223552935714678,"window_0_8"
45.5,"Overall survival",0.000911754108862291,"No weights",0,0.00280375683913752,"window_0_8"
45.5,"Vaginal delivery",0.796167066964074,"No weights",0.775955503553038,0.817529873074768,"window_0_8"
45.5,"Other modes",0.202921178927054,"No weights",0.181892289351191,0.223552935714678,"window_0_8"
46,"Overall survival",0.000911754108862291,"No weights",0,0.00280375683913752,"window_0_8"
46,"Vaginal delivery",0.796167066964074,"No weights",0.775955503553038,0.817529873074768,"window_0_8"
46,"Other modes",0.202921178927054,"No weights",0.181892289351191,0.223552935714678,"window_0_8"
46.5,"Overall survival",0.000911754108862291,"No weights",0,0.00280375683913752,"window_0_8"
46.5,"Vaginal delivery",0.796167066964074,"No weights",0.775955503553038,0.817529873074768,"window_0_8"
46.5,"Other modes",0.202921178927054,"No weights",0.181892289351191,0.223552935714678,"window_0_8"
47,"Overall survival",0.000911754108862291,"No weights",0,0.00280375683913752,"window_0_8"
47,"Vaginal delivery",0.796167066964074,"No weights",0.775955503553038,0.817529873074768,"window_0_8"
47,"Other modes",0.202921178927054,"No weights",0.181892289351191,0.223552935714678,"window_0_8"
47.5,"Overall survival",0.000911754108862291,"No weights",0,0.00280375683913752,"window_0_8"
47.5,"Vaginal delivery",0.796167066964074,"No weights",0.775955503553038,0.817529873074768,"window_0_8"
47.5,"Other modes",0.202921178927054,"No weights",0.181892289351191,0.223552935714678,"window_0_8"
48,"Overall survival",0,"No weights",0,0,"window_0_8"
48,"Vaginal delivery",0.797078821072936,"No weights",0.776447064285321,0.818107710648813,"window_0_8"
48,"Other modes",0.202921178927054,"No weights",0.181892289351191,0.223552935714678,"window_0_8"
